basename,light_lighting,light_background,light_exposure,light_color,emotion,eyes_left,eyes_right,headwear,camera,blur,low_resolution,object,filename
bae1e7c9-430a-4fee-ae22-e51be37429d5.mp4.0036.jpg,1,2,0,0,0,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/bae1e7c9-430a-4fee-ae22-e51be37429d5.mp4.0036.jpg
bae1e7c9-430a-4fee-ae22-e51be37429d5.mp4.0015.jpg,2,1,0,0,0,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/bae1e7c9-430a-4fee-ae22-e51be37429d5.mp4.0015.jpg
bae1e7c9-430a-4fee-ae22-e51be37429d5.mp4.0008.jpg,1,2,0,0,0,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/bae1e7c9-430a-4fee-ae22-e51be37429d5.mp4.0008.jpg
ba5c4696-0eca-4394-b6f6-218788a9e91b.mp4.0010.jpg,1,0,0,0,0,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba5c4696-0eca-4394-b6f6-218788a9e91b.mp4.0010.jpg
ba5c4696-0eca-4394-b6f6-218788a9e91b.mp4.0004.jpg,1,0,0,0,0,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba5c4696-0eca-4394-b6f6-218788a9e91b.mp4.0004.jpg
ba5c4696-0eca-4394-b6f6-218788a9e91b.mp4.0002.jpg,1,0,0,0,0,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba5c4696-0eca-4394-b6f6-218788a9e91b.mp4.0002.jpg
ba3fa1d7-3692-4c71-976a-3aee649accd5.quicktime.0030.jpg,0,0,0,0,0,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba3fa1d7-3692-4c71-976a-3aee649accd5.quicktime.0030.jpg
ba3fa1d7-3692-4c71-976a-3aee649accd5.quicktime.0014.jpg,0,0,0,0,4,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba3fa1d7-3692-4c71-976a-3aee649accd5.quicktime.0014.jpg
ba3fa1d7-3692-4c71-976a-3aee649accd5.quicktime.0001.jpg,0,0,0,0,4,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba3fa1d7-3692-4c71-976a-3aee649accd5.quicktime.0001.jpg
ba0dfeb8-da71-47b2-832b-bc0d69b0a766.mp4.0029.jpg,0,0,0,0,0,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba0dfeb8-da71-47b2-832b-bc0d69b0a766.mp4.0029.jpg
ba0dfeb8-da71-47b2-832b-bc0d69b0a766.mp4.0022.jpg,0,0,0,0,0,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba0dfeb8-da71-47b2-832b-bc0d69b0a766.mp4.0022.jpg
ba0dfeb8-da71-47b2-832b-bc0d69b0a766.mp4.0007.jpg,0,0,0,0,0,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba0dfeb8-da71-47b2-832b-bc0d69b0a766.mp4.0007.jpg
ba007047-4f64-4b4a-bdd1-d70525edd524.mp4.0028.jpg,0,0,0,0,-1,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba007047-4f64-4b4a-bdd1-d70525edd524.mp4.0028.jpg
ba007047-4f64-4b4a-bdd1-d70525edd524.mp4.0011.jpg,0,0,0,0,-1,-5,-5,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba007047-4f64-4b4a-bdd1-d70525edd524.mp4.0011.jpg
ba007047-4f64-4b4a-bdd1-d70525edd524.mp4.0007.jpg,0,0,0,0,-1,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/ba007047-4f64-4b4a-bdd1-d70525edd524.mp4.0007.jpg
b9aaee6f-1863-4541-9c71-9385c1b9d76b.mp4.0026.jpg,0,0,0,0,0,0,0,2,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b9aaee6f-1863-4541-9c71-9385c1b9d76b.mp4.0026.jpg
b9aaee6f-1863-4541-9c71-9385c1b9d76b.mp4.0007.jpg,0,0,0,0,0,0,0,2,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b9aaee6f-1863-4541-9c71-9385c1b9d76b.mp4.0007.jpg
b9aaee6f-1863-4541-9c71-9385c1b9d76b.mp4.0006.jpg,0,0,0,0,0,0,0,2,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b9aaee6f-1863-4541-9c71-9385c1b9d76b.mp4.0006.jpg
b9518c3e-dcf3-407a-8ef2-13a5d069f3ab.mp4.0031.jpg,1,0,0,0,-1,0,0,0,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b9518c3e-dcf3-407a-8ef2-13a5d069f3ab.mp4.0031.jpg
b9518c3e-dcf3-407a-8ef2-13a5d069f3ab.mp4.0018.jpg,1,0,0,0,-1,0,0,0,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b9518c3e-dcf3-407a-8ef2-13a5d069f3ab.mp4.0018.jpg
b9518c3e-dcf3-407a-8ef2-13a5d069f3ab.mp4.0012.jpg,1,0,0,0,-1,0,0,0,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b9518c3e-dcf3-407a-8ef2-13a5d069f3ab.mp4.0012.jpg
b80b78e0-3d18-4c0d-a6d9-0e1a4612a58c.mp4.0015.jpg,1,0,0,0,4,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b80b78e0-3d18-4c0d-a6d9-0e1a4612a58c.mp4.0015.jpg
b80b78e0-3d18-4c0d-a6d9-0e1a4612a58c.mp4.0011.jpg,1,0,0,0,4,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b80b78e0-3d18-4c0d-a6d9-0e1a4612a58c.mp4.0011.jpg
b80b78e0-3d18-4c0d-a6d9-0e1a4612a58c.mp4.0010.jpg,1,0,0,0,4,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b80b78e0-3d18-4c0d-a6d9-0e1a4612a58c.mp4.0010.jpg
b796d2ef-ca40-447a-bc3c-73e67108bc3a.quicktime.0019.jpg,0,1,0,0,0,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b796d2ef-ca40-447a-bc3c-73e67108bc3a.quicktime.0019.jpg
b796d2ef-ca40-447a-bc3c-73e67108bc3a.quicktime.0009.jpg,0,1,0,0,0,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b796d2ef-ca40-447a-bc3c-73e67108bc3a.quicktime.0009.jpg
b796d2ef-ca40-447a-bc3c-73e67108bc3a.quicktime.0001.jpg,0,1,0,0,0,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b796d2ef-ca40-447a-bc3c-73e67108bc3a.quicktime.0001.jpg
b7016786-e5f1-4c19-bfa1-73204f56f27a.mp4.0029.jpg,0,1,0,0,-1,0,0,0,1,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b7016786-e5f1-4c19-bfa1-73204f56f27a.mp4.0029.jpg
b7016786-e5f1-4c19-bfa1-73204f56f27a.mp4.0028.jpg,0,1,0,0,-1,0,0,0,1,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b7016786-e5f1-4c19-bfa1-73204f56f27a.mp4.0028.jpg
b7016786-e5f1-4c19-bfa1-73204f56f27a.mp4.0013.jpg,0,1,0,0,-1,0,0,0,1,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b7016786-e5f1-4c19-bfa1-73204f56f27a.mp4.0013.jpg
b6fc8c09-417e-4ea3-99cc-f29f01603ab3.mp4.0031.jpg,0,1,0,0,2,0,0,2,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b6fc8c09-417e-4ea3-99cc-f29f01603ab3.mp4.0031.jpg
b6fc8c09-417e-4ea3-99cc-f29f01603ab3.mp4.0022.jpg,0,1,0,0,2,0,0,2,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b6fc8c09-417e-4ea3-99cc-f29f01603ab3.mp4.0022.jpg
b6fc8c09-417e-4ea3-99cc-f29f01603ab3.mp4.0005.jpg,0,1,0,0,0,0,0,2,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b6fc8c09-417e-4ea3-99cc-f29f01603ab3.mp4.0005.jpg
b5eddc98-76fe-40f1-9abb-8385d47e980d.mp4.0032.jpg,0,0,0,0,2,1,1,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b5eddc98-76fe-40f1-9abb-8385d47e980d.mp4.0032.jpg
b5eddc98-76fe-40f1-9abb-8385d47e980d.mp4.0028.jpg,0,1,0,0,2,-6,1,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b5eddc98-76fe-40f1-9abb-8385d47e980d.mp4.0028.jpg
b5eddc98-76fe-40f1-9abb-8385d47e980d.mp4.0023.jpg,0,1,0,0,2,1,1,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b5eddc98-76fe-40f1-9abb-8385d47e980d.mp4.0023.jpg
b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0038.jpg,2,1,0,0,2,-2,-2,2,0,5,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0038.jpg
b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0033.jpg,2,1,0,0,2,-2,-2,2,0,5,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0033.jpg
b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0002.jpg,2,1,0,0,0,0,0,2,0,5,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0002.jpg
b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0037.jpg,2,0,0,0,0,-2,-2,2,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0037.jpg
b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0009.jpg,2,0,0,0,0,0,0,2,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0009.jpg
b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0003.jpg,2,0,0,0,0,0,0,2,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0003.jpg
b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0030.jpg,1,0,0,0,-1,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0030.jpg
b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0007.jpg,1,0,0,0,-1,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0007.jpg
b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0004.jpg,1,0,0,0,-1,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0004.jpg
b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0018.jpg,0,-1,0,0,0,0,0,0,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0018.jpg
b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0010.jpg,0,-1,0,0,0,0,0,0,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0010.jpg
b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0004.jpg,0,-1,0,0,0,0,0,0,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0004.jpg
b359f998-87d3-4dbe-99a2-07519120a814.mp4.0025.jpg,0,0,0,0,-1,-5,-5,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b359f998-87d3-4dbe-99a2-07519120a814.mp4.0025.jpg
b359f998-87d3-4dbe-99a2-07519120a814.mp4.0020.jpg,0,0,0,0,-1,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b359f998-87d3-4dbe-99a2-07519120a814.mp4.0020.jpg
b359f998-87d3-4dbe-99a2-07519120a814.mp4.0003.jpg,0,0,0,0,-1,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b359f998-87d3-4dbe-99a2-07519120a814.mp4.0003.jpg
b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0040.jpg,0,0,0,0,-1,2,2,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0040.jpg
b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0009.jpg,0,0,0,0,-1,2,2,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0009.jpg
b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0004.jpg,0,0,0,0,-1,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0004.jpg
b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0005.jpg,1,0,0,0,-1,0,0,2,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0005.jpg
b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0004.jpg,1,0,0,0,-1,0,0,2,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0004.jpg
b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0001.jpg,1,0,0,0,-1,0,0,2,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0001.jpg
b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0033.jpg,1,0,0,0,-1,0,0,2,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0033.jpg
b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0028.jpg,1,0,0,0,-1,0,0,2,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0028.jpg
b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0020.jpg,1,0,0,0,-1,0,0,2,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0020.jpg
b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0018.jpg,0,0,0,3,-1,0,0,0,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0018.jpg
b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0013.jpg,0,0,0,3,-1,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0013.jpg
b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0002.jpg,1,0,0,3,-1,0,0,0,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0002.jpg
b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0023.jpg,1,0,0,0,0,0,0,2,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0023.jpg
b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0014.jpg,1,0,0,0,0,0,0,2,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0014.jpg
b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0004.jpg,1,0,0,0,0,0,0,2,0,0,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0004.jpg
b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0020.jpg,0,0,0,0,0,0,0,2,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0020.jpg
b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0018.jpg,0,0,0,0,0,0,0,2,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0018.jpg
b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0011.jpg,0,0,0,0,0,-2,-2,2,0,6,1,1,/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0011.jpg
9954c292-6509-4d61-84de-71da79693bc7.mp4.0030.jpg,0,0,0,0,0,-6,-6,0,0,5,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9954c292-6509-4d61-84de-71da79693bc7.mp4.0030.jpg
9954c292-6509-4d61-84de-71da79693bc7.mp4.0027.jpg,0,0,0,0,0,-6,-6,0,0,5,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9954c292-6509-4d61-84de-71da79693bc7.mp4.0027.jpg
9954c292-6509-4d61-84de-71da79693bc7.mp4.0002.jpg,0,0,0,0,0,-6,-6,0,0,5,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9954c292-6509-4d61-84de-71da79693bc7.mp4.0002.jpg
9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0037.jpg,2,0,0,0,0,0,0,0,0,0,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0037.jpg
9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0007.jpg,2,0,0,0,0,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0007.jpg
9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0003.jpg,2,0,0,0,0,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0003.jpg
9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0026.jpg,0,0,0,0,3,0,0,0,0,6,1,0,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0026.jpg
9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0009.jpg,0,0,0,0,4,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0009.jpg
9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0002.jpg,0,0,0,0,4,0,0,0,0,6,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0002.jpg
9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0020.jpg,0,0,0,0,-1,0,0,0,0,0,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0020.jpg
9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0009.jpg,0,0,0,0,4,0,0,0,0,0,1,0,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0009.jpg
9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0005.jpg,0,0,0,0,2,0,0,0,0,0,1,0,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0005.jpg
9773c20f-b48f-4df5-9e99-739c6b161f11.quicktime.0020.jpg,1,0,0,0,0,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9773c20f-b48f-4df5-9e99-739c6b161f11.quicktime.0020.jpg
9773c20f-b48f-4df5-9e99-739c6b161f11.quicktime.0009.jpg,1,0,0,0,0,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9773c20f-b48f-4df5-9e99-739c6b161f11.quicktime.0009.jpg
9773c20f-b48f-4df5-9e99-739c6b161f11.quicktime.0001.jpg,1,0,0,0,0,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9773c20f-b48f-4df5-9e99-739c6b161f11.quicktime.0001.jpg
9769a42c-875a-4ee2-a991-a0dede36a567.mp4.0023.jpg,1,0,0,0,0,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9769a42c-875a-4ee2-a991-a0dede36a567.mp4.0023.jpg
9769a42c-875a-4ee2-a991-a0dede36a567.mp4.0021.jpg,1,0,0,0,2,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9769a42c-875a-4ee2-a991-a0dede36a567.mp4.0021.jpg
9769a42c-875a-4ee2-a991-a0dede36a567.mp4.0010.jpg,1,0,0,0,0,-6,-6,0,0,6,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9769a42c-875a-4ee2-a991-a0dede36a567.mp4.0010.jpg
9697b2d6-3fdd-4088-8a13-14704347983b.quicktime.0005.jpg,0,0,0,0,0,-5,-5,0,0,3,1,1,/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9697b2d6-3fdd-4088-8a13-14704347983b.quicktime.0005.jpg
