basename;light_lighting;light_background;light_exposure;light_color;emotion;eyes_left;eyes_right;headwear;camera;blur;low_resolution;object;filename;const_left;const_right;genome
b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0033.jpg;2;1;0;0;2;-2;-2;2;0;5;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0033.jpg;0.09;0.09;african
b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0002.jpg;2;1;0;0;0;0;0;2;0;5;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b56547e2-1d1b-4c3c-be2c-60e16f0af7ce.mp4.0002.jpg;0.18;0.16;african
b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0037.jpg;2;0;0;0;0;-2;-2;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0037.jpg;0.21;0.21;asian
b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0009.jpg;2;0;0;0;0;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0009.jpg;0.22;0.25;asian
b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0003.jpg;2;0;0;0;0;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b51f80eb-2202-4d2c-b9ee-3bbabbacc15e.mp4.0003.jpg;0.23;0.27;asian
b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0030.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0030.jpg;0.27;0.27;african
b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0007.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0007.jpg;0.26;0.27;african
b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0004.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b39bd2ea-ac12-4afa-85e5-6c6340d32991.quicktime.0004.jpg;0.26;0.26;african
b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0018.jpg;0;-1;0;0;0;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0018.jpg;0.31;0.25;european
b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0010.jpg;0;-1;0;0;0;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0010.jpg;0.2;0.2;asian
b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0004.jpg;0;-1;0;0;0;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b3925a76-74b6-432b-81d5-933ea87c36cd.mp4.0004.jpg;0.23;0.2;asian
b359f998-87d3-4dbe-99a2-07519120a814.mp4.0025.jpg;0;0;0;0;-1;-5;-5;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b359f998-87d3-4dbe-99a2-07519120a814.mp4.0025.jpg;0.17;0.15;african
b359f998-87d3-4dbe-99a2-07519120a814.mp4.0020.jpg;0;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b359f998-87d3-4dbe-99a2-07519120a814.mp4.0020.jpg;0.31;0.33;african
b359f998-87d3-4dbe-99a2-07519120a814.mp4.0003.jpg;0;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b359f998-87d3-4dbe-99a2-07519120a814.mp4.0003.jpg;0.33;0.31;african
b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0040.jpg;0;0;0;0;-1;2;2;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0040.jpg;0.3;0.3;african
b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0009.jpg;0;0;0;0;-1;2;2;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0009.jpg;0.31;0.32;african
b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0004.jpg;0;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b299ac31-ad08-43b3-963e-7e91f1205988.mp4.0004.jpg;0.22;0.23;african
b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0005.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0005.jpg;0.32;0.29;european
b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0004.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0004.jpg;0.31;0.29;european
b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0001.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b26d1e71-c776-441e-aa4f-ea936fd5cd95.quicktime.0001.jpg;0.31;0.29;european
b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0033.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0033.jpg;0.22;0.21;asian
b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0028.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0028.jpg;0.17;0.17;asian
b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0020.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b23d8905-cc02-450a-b6a5-20c93eea2ad6.mp4.0020.jpg;0.18;0.18;asian
b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0018.jpg;0;0;0;3;-1;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0018.jpg;0.29;0.29;african
b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0013.jpg;0;0;0;3;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0013.jpg;0.29;0.29;african
b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0002.jpg;1;0;0;3;-1;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b2279d09-92a4-488d-aefc-2754adf7da2e.mp4.0002.jpg;0.31;0.33;african
b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0023.jpg;1;0;0;0;0;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0023.jpg;0.29;0.31;african
b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0014.jpg;1;0;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0014.jpg;0.29;0.29;african
b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0004.jpg;1;0;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b21af155-3ab9-4c6d-bff9-47343b57210e.mp4.0004.jpg;0.31;0.27;african
b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0020.jpg;0;0;0;0;0;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0020.jpg;0.31;0.31;african
b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0018.jpg;0;0;0;0;0;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0018.jpg;0.34;0.28;african
b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0011.jpg;0;0;0;0;0;-2;-2;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/b1034a35-44cb-4a3f-b62a-0d9b78c68286.mp4.0011.jpg;0.13;0.15;african
9954c292-6509-4d61-84de-71da79693bc7.mp4.0030.jpg;0;0;0;0;0;-6;-6;0;0;5;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9954c292-6509-4d61-84de-71da79693bc7.mp4.0030.jpg;0.21;0.2;african
9954c292-6509-4d61-84de-71da79693bc7.mp4.0027.jpg;0;0;0;0;0;-6;-6;0;0;5;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9954c292-6509-4d61-84de-71da79693bc7.mp4.0027.jpg;0.23;0.19;african
9954c292-6509-4d61-84de-71da79693bc7.mp4.0002.jpg;0;0;0;0;0;-6;-6;0;0;5;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9954c292-6509-4d61-84de-71da79693bc7.mp4.0002.jpg;0.21;0.22;asian
9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0037.jpg;2;0;0;0;0;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0037.jpg;0.29;0.29;african
9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0007.jpg;2;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0007.jpg;0.29;0.31;african
9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0003.jpg;2;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9909d119-8671-48ca-be35-999ff4c6e340.quicktime.0003.jpg;0.31;0.27;asian
9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0026.jpg;0;0;0;0;3;0;0;0;0;6;1;0;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0026.jpg;0.29;0.29;african
9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0009.jpg;0;0;0;0;4;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0009.jpg;0.23;0.25;asian
9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0002.jpg;0;0;0;0;4;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9842ad9a-f5a0-4bd7-93e5-4dc775732886.quicktime.0002.jpg;0.27;0.28;asian
9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0020.jpg;0;0;0;0;-1;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0020.jpg;0.22;0.26;european
9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0009.jpg;0;0;0;0;4;0;0;0;0;0;1;0;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0009.jpg;0.25;0.24;european
9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0005.jpg;0;0;0;0;2;0;0;0;0;0;1;0;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/9831fed0-69a3-4239-a01d-bd6a4491fe15.mp4.0005.jpg;0.27;0.28;european
